policy,0.5,0.9,0.95,0.99
e1(M=16),103.0,171.0,193.0,256.0
e2(T=20),59.0,121.0,143.0,187.0
e3(greedy),49.0,100.0,118.04999999999927,158.0
null,119.0,173.0,191.0,230.0
"oracle(D=120,N=4)",53.0,105.0,123.0,162.0
"p2(D=120,N=1)",49.0,100.0,118.04999999999927,158.0
"p2(D=120,N=4)",55.0,106.0,124.0,164.0
p3(dqn),82.0,144.0,164.0,224.0
