abs_slot,actual,forecast
196927283,0.120949484,0.04183936904415566
196927288,0.07060103,0.054654642476027415
196927323,0.22274503,0.054981205695195406
196927332,0.11866344,0.08862714634768518
196927363,0.17406116,0.07398748478688127
196927365,4.4389206e-05,0.07457542949980983
196927384,0.18107466,0.08325809134291719
196927405,0.12232555,0.07328359684533821
196927410,4.4389206e-05,0.06231603886916912
196927433,0.12424538,0.056558842707502645
196927435,4.4389206e-05,0.055908873014901876
196927494,0.26038706,0.055761739140291096
196927515,0.07136674,0.06630048245710299
196927580,0.2319447,0.05208931494054926
196927620,0.2816384,0.06722220480456331
196927654,0.1501021,0.08527301322582836
196927660,4.4389206e-05,0.05809903054311218
196927663,4.4389206e-05,0.041421087436989384
196927689,0.16701438,0.04721287238271036
196927728,0.2154652,0.05607004138102046
196927731,0.017256303,0.047994682882912344
196927755,0.14215642,0.05772510246319051
196927769,0.11763139,0.05975480446071838
196927782,0.22242321,0.07712081183860255
196927784,0.038385566,0.08729928049460205
196927787,0.013649681,0.07567377169579506
196927792,0.17372824,0.0837565935708697
196927855,0.45956144,0.09309707754089079
196927865,0.11233798,0.12279214110129531
196927909,0.29560992,0.11149065941613774
196927919,0.026134145,0.10912273536936425
196927954,0.42436078,0.10707258613326912
196927964,0.045587715,0.11900585663505049
196927967,0.04695268,0.10873600947406328
196927969,0.008167613,0.09686588542481855
196927973,0.0168568,0.11112234532323413
196928001,0.30243474,0.08871515296870836
196928012,0.08742454,0.1140344234025704
196928039,0.15108976,0.10640571207469221
196928049,0.044189453,0.10169314639207108
196928083,0.28020686,0.08665969333399413
196928110,0.24538352,0.10961810864083249
196928113,0.06769354,0.10320152246764663
196928115,0.019786488,0.10361903404532509
196928190,0.42329547,0.08302601936293177
196928205,0.089577414,0.10811651188518925
196928216,0.10514693,0.09221009184883686
196928254,0.16185413,0.08578693624673984
196928269,0.086159445,0.06990062315517682
196928270,4.4389206e-05,0.07250359007738189
196928279,0.03354714,0.06400422412635735
196928322,0.1546298,0.05431627508066519
196928406,0.43641245,0.05544066292578293
196928412,0.049516156,0.09696869037608748
196928415,0.015669389,0.06149206756369802
196928449,0.17361727,0.0553041452012162
196928455,0.039417613,0.06247281673941257
196928481,0.1846258,0.06521410103645744
196928506,0.108875625,0.06436230644698941
196928531,0.082219906,0.05447218571195371
196928581,0.24278675,0.06239635107862194
196928610,0.21310148,0.05640573490387219
196928611,0.01607999,0.06795777481762641
196928698,0.9412287,0.09920900332577275
196928741,0.86008525,0.16197888461028928
196928747,0.7836803,0.20879803302933406
196928754,0.21870561,0.23668706755113889
196928756,0.17736816,0.22473257057014817
196928766,0.3318981,0.2171265287352779
196928784,0.60715556,0.2866280021967671
196928796,0.4732666,0.31205918444255404
196928921,0.60218394,0.3294320007735365
196928927,0.44010785,0.3438981908246336
196928936,0.95571065,0.39948207283615433
196928983,0.97317785,0.38617808115751684
196928988,0.6448198,0.4700671120783323
196929017,0.6994296,0.4739751748042026
196929022,0.28561124,0.48075574205776206
196929052,0.5559304,0.3836781155426501
196929083,0.6937811,0.3883448912618432
196929107,0.9847856,0.6047145241660813
196929126,0.5691362,0.5933595797923084
196929129,0.05817205,0.6129669703876721
196929138,0.5393843,0.559823548945435
196929164,0.71936035,0.5511248642840413
196929169,0.07973411,0.4826442446599232
196929191,0.49071157,0.505183698843814
196929239,0.97598547,0.527462769356899
196929283,0.7176958,0.5593945688166637
196929299,0.14065829,0.55497406450344
196929303,0.02364835,0.5031761821577415
196929336,0.43273926,0.4237255343371107
196929365,0.22496448,0.3444125007885091
196929369,0.08498313,0.2592277169920215
196929372,0.023759322,0.2805859150559785
196929385,0.15124512,0.21815721167067062
196929396,0.07390802,0.19576273047555262
196929464,0.5328369,0.19063249506478525
196929481,0.12180398,0.20435574131194623
196929498,0.3273593,0.2230101494837974
196929504,0.038840555,0.2016401108683461
196929542,0.15009099,0.16469121765199882
196929555,0.066384055,0.1375675010185012
196929591,0.26330566,0.1324116838710708
196929676,0.55971456,0.15528779032170187
196929701,0.25265226,0.1556462192608021
196929703,0.071966,0.16285585687690698
196929714,0.089466445,0.1372100125739833
196929723,0.0078125,0.12052317040321635
196929733,0.0464644,0.09707063199144547
196929769,0.114868164,0.06714378373974637
196929770,4.4389206e-05,0.052232933618856926
196929773,4.4389206e-05,0.043034112409232085
196929807,0.24704812,0.04644323831965748
196929813,0.010564631,0.06198547472346928
196929821,0.0034179688,0.06179758667381445
196929836,0.1229359,0.06091723682788078
196929861,0.18744451,0.06271432388881991
196929865,0.022128018,0.05786800836592866
196929891,0.318659,0.0851827408674796
196929911,0.15611683,0.09282550987778147
196929912,4.4389206e-05,0.10287570840116257
196929932,0.10277211,0.08444402719296347
196929947,0.047585227,0.06979220548096562
196929949,4.4389206e-05,0.07242934618195669
196929950,0.00291859,0.04883987569424986
196929952,0.0038285688,0.041218287624478045
196929967,0.093572445,0.04479233876642268
196929977,0.1496693,0.06738140277182816
196930000,0.109119765,0.06809967604924543
196930033,0.1619762,0.062073756677468325
196930062,0.16114391,0.06342215657172509
196930065,0.022183506,0.06676262126621968
196930069,4.4389206e-05,0.05017400289492331
196930102,0.24827991,0.05741257611320321
196930127,0.21433328,0.0787958897897677
196930134,0.042879973,0.08490291830538016
196930151,0.10901988,0.0795385632571126
196930231,0.14621805,0.0564786347340317
196930249,0.079878375,0.051049913077635414
196930294,0.3623269,0.05367118654067088
196930313,0.46847257,0.1076239902372096
196930364,0.42371714,0.12964038088373564
196930376,0.25267446,0.14946136026129392
196930396,0.122480914,0.12989738983698218
196930409,0.06383168,0.11630093941928801
196930411,0.05029297,0.09474618957012292
196930424,0.19261585,0.09089582415458387
196930450,0.5386297,0.13954811783779444
196930474,0.29322398,0.1616169154881777
196930479,0.13549805,0.16092440976664657
196930509,0.3807151,0.1572929801677377
196930535,0.5057706,0.18704519348553325
196930573,0.20979448,0.18148254079224194
196930580,0.05488725,0.164542304457889
196930582,0.06607333,0.16206681368665643
